时间,模型,IP,prompt,completion,tokens,积分消耗,当前余额积分,请求ID,key,info
02-11 17:45:09,gpt-4o,2a06:98c0:3600::103,3116,28,3144,1136,70460,1pmrRVFUFGUXWVBI,主,
02-11 17:36:44,gpt-4o-mini,2a06:98c0:3600::103,1839,320,2159,33,70493,WfdHOuF2knGKgkrS,主,
02-11 17:36:04,gpt-4o,2a06:98c0:3600::103,2008,898,2906,1669,72162,9Zj4J7dHAwwCUBYE,主,
02-11 17:34:37,gpt-4o-mini,2a06:98c0:3600::103,1483,392,1875,32,72194,OZZZazQAESSdnuHh,主,
02-11 17:33:32,gpt-4o-mini,2a06:98c0:3600::103,2618,853,3471,64,72258,56BfATuUduBJt5SG,主,
02-11 17:34:05,gpt-4o-mini,2a06:98c0:3600::103,1483,343,1826,30,72288,VGYejNwUXK9zxFjx,主,
02-11 17:27:00,chatgpt-4o-latest,2a06:98c0:3600::103,1495,470,1965,1031,73319,g36ZlqOmbdQjW6CS,主,
02-11 17:19:49,gpt-4o-mini,2a06:98c0:3600::103,1437,15,1452,16,73335,I3BCuYmkoSKRHOs0,主,
02-11 17:19:08,chatgpt-4o-latest,2a06:98c0:3600::103,759,667,1426,980,74315,9fkSXrsXiSw9IPRq,主,
02-11 17:10:34,gpt-4o-mini,2a06:98c0:3600::103,6577,418,6995,88,74403,rLiRgnez3NnnBJAB,主,
02-11 17:08:32,chatgpt-4o-latest,2a06:98c0:3600::103,4407,421,4828,2013,76416,GfSbEUL6XtO4p1EY,主,
02-11 17:09:07,gpt-4o-mini,2a06:98c0:3600::103,6323,392,6715,84,76500,6H1Mh7mgdihmb6mJ,主,
02-11 17:00:11,gpt-4o-2024-11-20,140.245.99.131,315,113,428,232,76732,X0mFkyS9CoPKdqBV,主,
02-11 16:57:33,gpt-4o-2024-11-20,140.245.99.131,126,174,300,230,76962,YbbHqgIIptmFFJmy,主,
02-11 16:54:46,gpt-4o-2024-11-20,140.245.99.131,98,16,114,52,77014,xX0H3gIMQYogcoRG,主,
02-11 16:52:35,gpt-4o-mini,2a06:98c0:3600::103,6075,279,6354,77,77091,0zeOSchqGpraewCe,主,
02-11 16:52:19,chatgpt-4o-latest,2a06:98c0:3600::103,2580,1531,4111,2546,79637,ucrbAqFrGQ64GNgK,主,
02-11 16:46:24,gpt-4o-mini,2a06:98c0:3600::103,5607,348,5955,74,79711,JDqpgLOWvA9Hy6C4,主,
02-11 16:46:22,chatgpt-4o-latest,2a06:98c0:3600::103,1692,20,1712,622,80333,NRj27d7cun2JHKh7,主,
02-11 16:45:42,gpt-4o-mini,2a06:98c0:3600::103,5557,300,5857,72,80405,N9AP1QYwjzRkpUvR,主,
02-11 16:45:08,chatgpt-4o-latest,2a06:98c0:3600::103,1985,23,2008,729,81134,wnZnT8yf5glXPBvk,主,
02-11 16:35:44,gpt-4o-mini,2a06:98c0:3600::103,4679,332,5011,64,81198,k2lz08pvCpnVFJxq,主,
02-11 16:35:37,chatgpt-4o-latest,2a06:98c0:3600::103,2196,22,2218,803,82001,7FSaRSrmpLKpddEB,主,
02-11 16:35:41,chatgpt-4o-latest,2a06:98c0:3600::103,2196,22,2218,803,82804,Fl0uA1LJgkERZQcD,主,
02-11 16:33:43,gpt-4o-mini,2a06:98c0:3600::103,4577,362,4939,64,82868,Cxs9mV8uewXLUSDD,主,
02-11 16:34:05,gpt-4o-mini,2a06:98c0:3600::103,4577,348,4925,64,82932,YCLLQg2BjnIxMugL,主,
02-11 16:33:40,chatgpt-4o-latest,2a06:98c0:3600::103,2582,25,2607,943,83875,FBirACvmPYWuGhUV,主,
02-11 16:29:37,gpt-4o-mini,2a06:98c0:3600::103,3979,377,4356,58,83933,Lqbw5v6s79LGGAef,主,
02-11 16:29:35,chatgpt-4o-latest,2a06:98c0:3600::103,3220,18,3238,1162,85095,R4SU2zMQA7O43YyI,主,
02-11 16:16:58,gpt-4o-mini,2a06:98c0:3600::103,3213,368,3581,50,85145,BHLhHymInzVH8SZo,主,
02-11 16:16:20,chatgpt-4o-latest,2a06:98c0:3600::103,2754,456,3210,1463,86608,9M6tO7QSugozZlEi,主,
02-11 16:13:36,gpt-4o-mini,2a06:98c0:3600::103,3166,334,3500,48,86656,2D7aTx1IU6Wz7qaG,主,
02-11 16:13:34,chatgpt-4o-latest,2a06:98c0:3600::103,2516,48,2564,944,87600,ohyd3GxIyYePaKVn,主,
02-11 16:03:32,gpt-4o-mini,2a06:98c0:3600::103,2531,209,2740,36,87636,sOXxRZdgBd4lgAAY,主,
02-11 16:03:24,chatgpt-4o-latest,2a06:98c0:3600::103,2251,599,2850,1437,89073,ZgFMjpL7StfPmWnA,主,
02-11 16:02:45,gpt-4o-mini,2a06:98c0:3600::103,2471,287,2758,38,89111,utF12zfCN1V4HSUr,主,
02-11 16:01:48,chatgpt-4o-latest,2a06:98c0:3600::103,2511,1086,3597,2048,91159,3dirpdoShxmC4ktm,主,
02-11 16:00:39,gpt-4o-mini,2a06:98c0:3600::103,1235,331,1566,27,91186,xgYPpVTW1kJsV9WU,主,
02-11 15:57:58,gpt-4o-mini,2a06:98c0:3600::103,865,338,1203,24,91210,0iML1A1lejP3xHeX,主,
02-11 15:57:12,gpt-4o,2a06:98c0:3600::103,2479,574,3053,1491,92701,AGUijfK8WB7qL6FH,主,
02-11 15:53:03,gpt-4o-mini,2a06:98c0:3600::103,269,129,398,8,92709,1G4xOtq8FEgkjfFQ,主,
02-11 15:38:01,gpt-4o,2a06:98c0:3600::103,774,350,1124,647,93356,ApFATuQFuGgvSrUp,主,
02-11 15:37:22,gpt-4o,2a06:98c0:3600::103,325,433,758,576,93932,zFb3uVO3Tuy8outi,主,
02-11 15:35:00,gpt-4o-mini,2a06:98c0:3600::103,225,9,234,3,93935,SbJd7ZpYjvRdJ2xZ,主,
02-11 15:31:06,gpt-4o-mini,2a06:98c0:3600::103,345,8,353,4,93939,2E8cIUrB89dI8dpE,主,
02-10 22:12:39,gpt-4o-mini,2a06:98c0:3600::103,115,170,285,8,93947,SGIke6oG9a1hIF8m,主,
02-10 21:20:53,gpt-4o-mini,140.245.99.131,1161,8,1169,13,93960,jOYuTsaXLY8TEEaR,主,
02-10 21:20:11,gpt-4o-mini,140.245.99.131,407,689,1096,34,93994,WDHKmCWeQma6Dup5,主,
02-10 20:16:04,gpt-4o-mini,23.142.200.93,990,414,1404,28,94022,Jv9reyC8rkAjhFMq,主,
02-10 20:14:05,gpt-4o-mini,23.142.200.93,86,148,234,7,94029,NWJyYs04th6AJRfl,主,
02-10 20:13:44,gpt-4o-mini,23.142.200.93,600,354,954,21,94050,WTrrR0Dn5p4MVgfH,主,
02-10 20:11:53,gpt-4o-mini,23.142.200.93,651,6,657,7,94057,EEJmYgbGrGTaMJCa,主,
02-10 17:35:21,gpt-4o-2024-11-20,140.245.99.131,1439,1024,2463,1601,95658,fIKCnqimcUIfx9aJ,主,
02-10 17:25:02,gpt-4o-2024-11-20,140.245.99.131,715,706,1421,1006,96664,DEf1Zf8fwRyomtO0,主,
02-10 17:23:37,gpt-4o-2024-11-20,140.245.99.131,95,601,696,674,97338,9LT6q9q9M2j96lk3,主,
02-10 16:15:57,gpt-4o-mini,23.142.200.93,1551,7,1558,17,97355,GtXHvFejo8883LcR,主,
02-10 16:06:50,gpt-4o-mini,23.142.200.93,914,6,920,10,97365,P8Plfb1m7Jg8HIDZ,主,
02-10 15:52:42,gpt-4o-mini,23.142.200.93,315,6,321,4,97369,uRqRi8dKhwTHS1Fw,主,
02-10 08:49:08,gpt-4o-mini,23.142.200.93,11997,370,12367,143,97512,hbOMNOhE7i4lD6WI,主,
02-10 08:47:48,gpt-4o-mini,23.142.200.93,12583,2134,14717,225,97737,61FmxgS1NNVc4zmK,主,
02-10 08:25:27,gpt-4o-mini,23.142.200.93,11384,323,11707,135,97872,SP3TzpxlFjj4md0R,主,
02-10 08:24:56,gpt-4o-mini,23.142.200.93,10308,1951,12259,193,98065,nl8O8OtD5slUvDq7,主,
02-10 08:24:10,gpt-4o-mini,23.142.200.93,9588,310,9898,115,98180,0rn7aYN1VD7CooTi,主,
02-10 08:23:56,gpt-4o-mini,23.142.200.93,10247,903,11150,148,98328,r6qZfM0UhWmheua0,主,
02-10 08:19:32,gpt-4o-mini,23.142.200.93,7419,308,7727,92,98420,hRF3DowziOz87BwF,主,
02-10 08:18:13,gpt-4o-mini,23.142.200.93,8626,2494,11120,198,98618,vT7blzWzlr1hPi2R,主,
02-10 08:18:00,gpt-4o-mini,23.142.200.93,6405,531,6936,91,98709,3aWSc99BiUU86gp0,主,
02-10 08:17:24,gpt-4o-mini,23.142.200.93,6992,303,7295,87,98796,gLwO6V0Ybv2LTkUf,主,
02-10 08:16:45,gpt-4o-mini,23.142.200.93,5185,452,5637,74,98870,zTUAadzZj2LIsTcu,主,
02-10 08:16:28,gpt-4o-mini,23.142.200.93,8477,903,9380,129,98999,lYJyM8fX15UhxI8U,主,
02-10 08:15:49,gpt-4o-mini,23.142.200.93,2400,364,2764,41,99040,Qlzg7rET7YnhZwta,主,
02-10 08:15:02,gpt-4o-mini,23.142.200.93,7444,1054,8498,124,99164,3DHrhh5J6kz6xlvl,主,
02-10 08:14:50,gpt-4o-mini,23.142.200.93,1507,384,1891,32,99196,qezodPMXeLkewFPB,主,
02-10 08:13:49,gpt-4o-mini,23.142.200.93,6781,522,7303,94,99290,LIxUNbtMLAmDLXse,主,
02-10 08:12:41,gpt-4o-mini,23.142.200.93,5687,603,6290,86,99376,MWYYpHIH8qHCMvCQ,主,
02-10 08:12:08,gpt-4o-mini,23.142.200.93,3682,1389,5071,98,99474,kOKpSXIiWdTgIxTC,主,
02-10 08:11:45,gpt-4o-mini,23.142.200.93,1848,439,2287,38,99512,zXhM6Nkc4aulYnue,主,
02-10 08:11:35,gpt-4o-mini,23.142.200.93,1461,5,1466,16,99528,FuT5BprwWedTRUSR,主,
02-10 08:11:26,gpt-4o-mini,23.142.200.93,705,691,1396,37,99565,xGgsS9RUNCankm9E,主,
02-10 08:10:52,gpt-4o-mini,23.142.200.93,7448,451,7899,98,99663,eNcTGZRFmAgyOUek,主,
02-10 08:10:44,gpt-4o-mini,23.142.200.93,4865,740,5605,83,99746,ELrmyIcfEA72TxSe,主,
02-10 08:08:11,gpt-4o-mini,23.142.200.93,8057,2224,10281,180,99926,9TPZ4tZKHiovc0QE,主,
02-10 08:08:05,pay,,0,0,0,-100000,-74,2502100807318178,主,
02-10 08:05:15,gpt-4o-mini,23.142.200.93,7448,399,7847,96,22,dbrt0bcl0LvxcEoo,主,
02-10 08:03:33,gpt-4o-mini,23.142.200.93,5919,397,6316,80,102,E66CAZOguadlcZFw,主,
02-10 08:02:15,gpt-4o-mini,23.142.200.93,5462,309,5771,71,173,1ojZgyef7uW7tzgP,主,
02-10 07:34:32,gpt-4o-mini,23.142.200.93,4262,320,4582,59,232,GcAPYEEV5uJWecAO,主,
02-10 07:33:21,gpt-4o-mini,23.142.200.93,2541,264,2805,38,270,mPZcstTWo7OJ2Iho,主,
02-10 07:31:39,gpt-4o-mini,23.142.200.93,1774,265,2039,30,300,lxNrXiQSNNWcIOYU,主,
02-10 05:03:13,gpt-4o-mini,23.142.200.93,1542,5,1547,17,317,zgoyczLmMSrJzuJR,主,
02-09 23:50:42,gpt-4o-mini,2a06:98c0:3600::103,46,89,135,4,321,gkdpVl2GbGVEEQ4X,主,
02-09 22:02:47,gpt-4o-mini,2a06:98c0:3600::103,1192,616,1808,39,360,JpoH4SpJMz4MlkDy,主,
02-09 22:00:53,gpt-4o-mini,2a06:98c0:3600::103,13,23,36,1,361,dm6B22BuIbIg329b,主,
02-09 21:59:54,gpt-4o-mini,2a06:98c0:3600::103,33,548,581,24,385,gikbrDWN2GhqAl8y,主,
02-09 17:14:28,gpt-4o-mini,23.142.200.93,258,8,266,3,388,apC3PoD16znHjLjX,主,
02-09 11:58:59,gpt-4o-mini,23.142.200.93,116,6,122,1,389,tkEqkJsid4RBdsio,主,
02-09 08:50:08,gpt-4o-mini,23.142.200.93,682,8,690,8,397,iLekahMbeOy4so3T,主,
02-09 06:09:52,gpt-4o-mini,23.142.200.93,224,6,230,3,400,GYF06ei89MQAf7Mh,主,
02-09 05:49:30,gpt-4o-mini,23.142.200.93,211,8,219,3,403,FDq9U2kHH2gfbOce,主,
02-09 05:30:58,gpt-4o-mini,23.142.200.93,140,7,147,2,405,igaIcxf9sX7U1kbz,主,
02-09 04:25:09,gpt-4o-mini,23.142.200.93,847,5,852,9,414,trTzrNKpnTxcFYEI,主,
02-09 04:24:11,gpt-4o-mini,23.142.200.93,430,6,436,5,419,c7ztftrEi4sVEq2Z,主,
02-08 23:01:20,gpt-4o-mini,185.74.222.113,1334,7,1341,14,433,6KScaZ27zsPdWBKM,主,
02-08 20:57:54,gpt-4o-mini,222.178.10.233,1138,8,1146,12,445,1npG8LXQqyofXR9M,主,
02-08 14:09:02,gpt-4o-2024-11-20,140.245.99.131,4909,1024,5933,2833,3278,2gujMC3WZ53OJCB0,主,
02-08 04:21:11,gpt-4o-mini,185.74.222.113,491,9,500,6,3284,0bWVcVdXi0Zo8yx6,主,
02-08 04:21:06,gpt-4o-mini,185.74.222.113,17,409,426,18,3302,KpgIvWOiBboq5Xsf,主,
02-07 21:33:54,img-gpt-4o-2024-11-20,140.245.99.131,1,0,1,1000,4302,img-OO2rZim4v5L2X5TU,主,
02-07 21:33:54,gpt-4o-2024-11-20,140.245.99.131,4912,1024,5936,2834,7136,OO2rZim4v5L2X5TU,主,
02-07 21:03:14,gpt-4o-2024-11-20,140.245.99.131,4903,1024,5927,2831,9967,ayJlTxzWLs3uueVC,主,
02-07 17:16:11,gpt-4o-2024-11-20,140.245.99.131,4258,437,4695,1977,11944,KSVnMEaL80668hrs,主,
02-07 15:39:44,gpt-4o-2024-11-20,140.245.99.131,3220,1024,4244,2234,14178,PUVXAXHqglcCPKB4,主,
02-07 15:38:10,gpt-4o-2024-11-20,140.245.99.131,2178,1024,3202,1864,16042,fGiKRTma1fkqH9ja,主,
02-07 15:18:01,gpt-4o-2024-11-20,140.245.99.131,1137,1024,2161,1494,17536,9z0JsTV6KCMFsycK,主,
02-07 15:10:46,gpt-4o-2024-11-20,140.245.99.131,97,1024,1121,1125,18661,EHsENP62WMknZV89,主,
02-06 21:34:02,chatgpt-4o-latest,2a06:98c0:3600::103,123,48,171,95,18756,taS6kZW1DAPuth6G,主,
02-06 21:33:18,gpt-4o-mini,2a06:98c0:3600::103,102,7,109,1,18757,4vHJKx7a1GH8bKyh,主,
02-06 21:33:16,chatgpt-4o-latest,2a06:98c0:3600::103,25,24,49,34,18791,7xQ8XpXRodwOMzoF,主,
02-06 21:15:20,gpt-4o-mini,2a06:98c0:3600::103,4118,307,4425,57,18848,XjRXTz8H1umteMwg,主,
02-06 21:15:14,chatgpt-4o-latest,2a06:98c0:3600::103,1291,176,1467,646,19494,rsumEORKIMgkJP4W,主,
02-06 21:11:57,gpt-4o-mini,2a06:98c0:3600::103,4043,248,4291,54,19548,LE6Uj6AlMLnt1uTU,主,
02-06 21:11:52,chatgpt-4o-latest,2a06:98c0:3600::103,1428,193,1621,712,20260,jVxcVNta0hKI8Ifl,主,
02-06 21:05:27,gpt-4o-mini,2a06:98c0:3600::103,3647,250,3897,49,20309,36bhn1bXQ5Fei8ww,主,
02-06 21:05:20,chatgpt-4o-latest,2a06:98c0:3600::103,1479,228,1707,768,21077,TAsxMhEK3mg9k7hM,主,
02-06 21:01:17,gpt-4o-mini,2a06:98c0:3600::103,3265,215,3480,44,21121,NHGrQOcTkoIBBqQs,主,
02-06 21:01:08,chatgpt-4o-latest,2a06:98c0:3600::103,1539,236,1775,798,21919,fa7qT6oBRV6V7Rwf,主,
02-06 21:00:55,gpt-4o-mini,2a06:98c0:3600::103,2872,193,3065,39,21958,hlNPPpLuehtTrI3E,主,
02-06 20:58:08,gpt-4o-mini,2a06:98c0:3600::103,2680,263,2943,40,21998,PSQ8Oo6cZfIewHDY,主,
02-06 20:58:02,gpt-4o-2024-11-20,2a06:98c0:3600::103,1755,285,2040,927,22925,5PMvk99hrQ0wMZzl,主,
02-06 20:55:53,gpt-4o-mini,2a06:98c0:3600::103,2272,244,2516,35,22960,WDRnqP1PjbiQ0Bf8,主,
02-06 20:55:49,gpt-4o-2024-11-20,2a06:98c0:3600::103,1615,268,1883,859,23819,ApIL6W6Vasb0FpN3,主,
02-06 20:52:53,gpt-4o-mini,2a06:98c0:3600::103,1977,187,2164,29,23848,X5tcdnUntKZ7FG79,主,
02-06 20:52:48,gpt-4o-2024-11-20,2a06:98c0:3600::103,1624,272,1896,866,24714,lymWbHVM6bITnDky,主,
02-06 20:51:01,gpt-4o-mini,2a06:98c0:3600::103,1787,392,2179,36,24750,tXCbNWH1haS9NoNh,主,
02-06 20:50:49,gpt-4o-2024-11-20,2a06:98c0:3600::103,1326,170,1496,652,25402,e4oR3rMZTsB4Z6cG,主,
02-06 20:49:03,gpt-4o-mini,2a06:98c0:3600::103,1693,292,1985,30,25432,o1egfjOsMlCO4wib,主,
02-06 20:48:56,gpt-4o-2024-11-20,2a06:98c0:3600::103,2230,360,2590,1175,26607,ZKvemf2XbqALKBiW,主,
02-06 20:44:35,gpt-4o-mini,2a06:98c0:3600::103,133,17,150,2,26609,WZr5nfdL4eovDNYm,主,
02-06 20:44:30,gpt-4o-2024-11-20,2a06:98c0:3600::103,1965,184,2149,893,27502,sSseK1lAE60wnbM9,主,
02-06 20:17:49,gpt-4o-2024-11-20,2a06:98c0:3600::103,1684,173,1857,782,28284,3AEciBx9SJpcWj6v,主,
02-06 20:17:06,gpt-4o-2024-11-20,2a06:98c0:3600::103,1610,60,1670,635,28919,Z7o9uQ8dw6ntjxL5,主,
02-06 20:15:54,gpt-4o-2024-11-20,2a06:98c0:3600::103,56,1524,1580,1643,30562,NNaHJ96qOB9N4Xnl,主,
02-06 20:15:12,gpt-4o-mini,2a06:98c0:3600::103,86,4,90,1,30563,mS89FUOfxgZFBjq0,主,
02-06 20:15:08,gpt-4o-2024-11-20,2a06:98c0:3600::103,10,11,21,15,30578,hwc045Q1Nn6H7jc6,主,
02-06 15:33:22,gpt-3.5-turbo,140.245.60.79,263,85,348,23,30601,AeHDKbJf04BBaxFf,主,
02-06 15:30:54,gpt-3.5-turbo,140.245.60.79,168,74,242,16,30617,CJ2LysPrnniqisC3,主,
02-06 15:28:17,gpt-3.5-turbo,140.245.60.79,97,38,135,9,30626,HyHnr3myc5GdLGrX,主,
02-06 11:48:14,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,34626,img-k8zu3hDlYPTxVF6r,主,
02-06 11:48:14,gpt-4-vision-preview,140.245.60.79,2322,652,2974,3037,37663,k8zu3hDlYPTxVF6r,主,
02-06 11:41:07,gpt-3.5-turbo,140.245.60.79,2722,164,2886,176,37839,4APB2vFqvn5n0uUq,主,
02-06 11:40:57,gpt-3.5-turbo,140.245.60.79,2423,436,2859,180,38019,Qg6eJL4p5O4jeDds,主,
02-06 11:40:49,gpt-3.5-turbo,140.245.60.79,2306,499,2805,178,38197,biBjRWB598ByLAj7,主,
02-06 11:40:26,gpt-3.5-turbo,140.245.60.79,1924,480,2404,154,38351,X3NLe6nS41lQCrAZ,主,
02-06 11:07:26,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,42351,img-vgcJ9CG0Ipqz65cU,主,
02-06 11:07:26,gpt-4-vision-preview,140.245.60.79,2010,558,2568,2616,44967,vgcJ9CG0Ipqz65cU,主,
02-05 16:42:28,gpt-4o-mini,1.165.81.210,403,8,411,5,44972,CqY1tD8m6eRgcMqU,主,
02-05 16:42:24,gpt-4o-mini,1.165.81.210,37,301,338,13,44985,Njyo7FyP67rA2FWh,主,
02-05 16:06:05,img-gpt-4o-mini,2a06:98c0:3600::103,1,0,1,200,45185,img-T3tZPfY4ADKIl6xZ,主,
02-05 16:06:05,gpt-4o-mini,2a06:98c0:3600::103,1140,572,1712,36,45221,T3tZPfY4ADKIl6xZ,主,
02-05 16:03:23,img-gpt-4o-mini,2a06:98c0:3600::103,1,0,1,200,45421,img-He3fSTzwdFZXFaPn,主,
02-05 16:03:23,gpt-4o-mini,2a06:98c0:3600::103,441,646,1087,32,45453,He3fSTzwdFZXFaPn,主,
02-05 15:59:32,img-gpt-4o-mini,2a06:98c0:3600::103,1,0,1,200,45653,img-O59FQ5dVaaCgsCsp,主,
02-05 15:59:32,gpt-4o-mini,2a06:98c0:3600::103,13,413,426,18,45671,O59FQ5dVaaCgsCsp,主,
02-05 15:37:38,gpt-4o-mini,140.245.60.79,163,7,170,2,45673,CAvzMOLBCec4bRxi,主,
02-05 15:37:36,gpt-4o-mini,140.245.60.79,13,85,98,4,45677,Qn2J7n3aGTv5FHxB,主,
02-05 15:21:00,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,49677,img-FTop2S440fXjBfAZ,主,
02-05 15:21:00,gpt-4-vision-preview,140.245.60.79,1843,564,2407,2510,52187,FTop2S440fXjBfAZ,主,
02-05 15:17:31,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,56187,img-pX817h2xe8iLUBO1,主,
02-05 15:17:31,gpt-4-vision-preview,140.245.60.79,2334,129,2463,1932,58119,pX817h2xe8iLUBO1,主,
02-05 15:15:29,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,62119,img-sjd6ahaL1b5b4m2i,主,
02-05 15:15:29,gpt-4-vision-preview,140.245.60.79,2354,375,2729,2470,64589,sjd6ahaL1b5b4m2i,主,
02-05 15:14:37,gpt-3.5-turbo,140.245.60.79,2588,86,2674,162,64751,T3RwkFwrCa62Bwd4,主,
02-05 14:35:44,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,68751,img-JgoeR3RaUA9rD9lz,主,
02-05 14:35:44,gpt-4-vision-preview,140.245.60.79,2413,655,3068,3108,71859,JgoeR3RaUA9rD9lz,主,
02-05 14:23:53,gpt-3.5-turbo,140.245.60.79,2031,376,2407,152,72011,WOMKi64SMx9GLAT5,主,
02-05 14:23:31,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,76011,img-EUi0FXCFftQSDRsG,主,
02-05 14:23:31,gpt-4-vision-preview,140.245.60.79,1347,624,1971,2285,78296,EUi0FXCFftQSDRsG,主,
02-05 14:18:04,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,82296,img-shskUdlYZWo5IKos,主,
02-05 14:18:04,gpt-4-vision-preview,140.245.60.79,938,396,1334,1509,83805,shskUdlYZWo5IKos,主,
02-05 14:13:05,gpt-3.5-turbo,140.245.60.79,644,279,923,61,83866,Hl96g4DAgAVHkUkq,主,
02-05 14:11:22,img-gpt-4-vision-preview,140.245.60.79,1,0,1,4000,87866,img-qogw9nERBMt9RQ0b,主,
02-05 14:11:22,gpt-4-vision-preview,140.245.60.79,102,493,595,1122,88988,qogw9nERBMt9RQ0b,主,
02-05 05:06:57,claude-3-sonnet-20240229,2a06:98c0:3600::103,3332,508,3840,1251,90239,ivMUMwAkKkiYuEix,主,
02-05 04:41:25,claude-3-sonnet-20240229,2a06:98c0:3600::103,868,399,1267,610,90849,S0ds6opayhEtsS4U,主,
02-05 04:31:25,gpt-4o-mini,2a06:98c0:3600::103,505,10,515,6,90855,DDz12MNTW5iyfDeD,主,
02-05 04:31:20,claude-3-sonnet-20240229,2a06:98c0:3600::103,257,270,527,342,91197,uG0bIvJlge24kNZd,主,
02-04 22:30:00,gpt-4o-mini,2a06:98c0:3600::103,250,7,257,3,91200,IqnudZHnixt85k9s,主,
02-04 22:29:54,claude-3-sonnet-20240229,2a06:98c0:3600::103,955,201,1156,417,91617,2NXYi0u5UiDoAUIx,主,
02-04 15:30:24,gpt-4o-mini,2a06:98c0:3600::103,8,9,17,1,91618,liv2BHNplFE0tnuA,主,
02-04 15:29:10,gpt-4o-mini,2a06:98c0:3600::103,305,8,313,4,91622,yc9QYGMgILiCoMMv,主,
02-04 15:29:07,gpt-4o-mini,2a06:98c0:3600::103,964,225,1189,20,91642,PsDRp5G0Lf3uYPSC,主,
02-04 10:51:19,gpt-4o-mini,2a06:98c0:3600::103,466,252,718,16,91658,64AIzHeOtXSBotnB,主,
02-04 10:51:10,gpt-4o-mini,2a06:98c0:3600::103,3809,928,4737,80,91738,830vh60uuTTy3tFq,主,
02-04 10:45:53,gpt-4o-mini,2a06:98c0:3600::103,2143,844,2987,59,91797,OHu91VH4DAOrlOcY,主,
02-04 10:45:00,gpt-4o-mini,2a06:98c0:3600::103,1265,732,1997,45,91842,sH7hb30CZhQA24Jo,主,
02-04 10:41:03,gpt-4o-mini,2a06:98c0:3600::103,464,737,1201,36,91878,LwEHHezYdkfLcTKI,主,
02-04 10:31:54,gpt-4o-mini,2a06:98c0:3600::103,29,326,355,14,91892,MpGIMg1ffLV7WoWJ,主,
02-03 00:47:42,gpt-4o-mini,2a06:98c0:3600::103,556,440,996,25,91917,TGKgOPQI0LTUqnTU,主,
02-03 00:47:28,gpt-4o-mini,2a06:98c0:3600::103,106,5,111,1,91918,RfVj474d5rS607pg,主,
02-03 00:47:25,gpt-4o-mini,2a06:98c0:3600::103,8,32,40,1,91919,geqhiByObMLhOm2Z,主,
02-02 20:29:33,gpt-4o-mini,31.223.184.30,254,8,262,3,91922,ChwTFznmIJniQHCv,主,
02-02 20:23:21,gpt-4o-mini,2a06:98c0:3600::103,131,120,251,6,91928,ApWI5B0y9zLHtWAi,主,
02-02 20:17:45,gpt-4o-mini,2a06:98c0:3600::103,13,138,151,6,91934,pcAXdI8isr2S9zmk,主,
02-02 19:24:31,gpt-4o-mini,31.223.184.30,75,4,79,1,91935,4ZIIOUy4iNDgLtC9,主,
02-02 18:55:35,gpt-4o-mini,2a06:98c0:3600::103,175,6,181,2,91937,kXH5Lnb7X9JVdos5,主,
02-02 18:55:33,gpt-4o-mini,2a06:98c0:3600::103,965,95,1060,14,91951,xnpBnGs4beP3qASn,主,
02-02 16:51:19,gpt-4o-mini,2a06:98c0:3600::103,328,314,642,17,91968,mE743a6fYSxwOzUx,主,
02-02 16:51:05,gpt-4o-mini,2a06:98c0:3600::103,383,7,390,4,91972,jifFKRXlA1qDye2Q,主,
02-02 16:51:01,gpt-4o-mini,2a06:98c0:3600::103,17,302,319,13,91985,sABehzVMXMbQWMlH,主,
02-02 02:49:47,gpt-4o-mini,2a06:98c0:3600::103,249,7,256,3,91988,4X5OZpTed7Ij8V6n,主,
02-02 02:49:44,gpt-4o-mini,2a06:98c0:3600::103,966,167,1133,17,92005,rPFY2aOXgSyX0sFw,主,
02-01 19:33:46,gpt-4o-mini,2a06:98c0:3600::103,1531,823,2354,51,92056,abQJK5r5XuAPZgca,主,
02-01 19:33:01,gpt-4o-mini,2a06:98c0:3600::103,973,6,979,11,92067,acW2R5KQUUSSkTZm,主,
02-01 19:32:55,gpt-4o-mini,2a06:98c0:3600::103,361,548,909,27,92094,THe1lgzovxWl4Xa1,主,
02-01 19:20:35,gpt-4o-mini,2a06:98c0:3600::103,456,747,1203,37,92131,qu4nPyg4pwnrdHLk,主,
02-01 18:47:41,gpt-4o-mini,2a06:98c0:3600::103,503,8,511,6,92137,R3XGnwc2iRfDBwwG,主,
02-01 18:47:37,gpt-4o-mini,2a06:98c0:3600::103,26,412,438,18,92155,qEbtKwlCbcsuKY2K,主,
02-01 18:45:08,gpt-4o-mini,2a06:98c0:3600::103,477,428,905,23,92178,OXMxWL954brzGbbg,主,
02-01 18:44:32,gpt-4o-mini,2a06:98c0:3600::103,527,9,536,6,92184,IbYKXbgqBKTHmItQ,主,
02-01 18:44:28,gpt-4o-mini,2a06:98c0:3600::103,30,432,462,19,92203,crmPokO3A9SKvXel,主,
